product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory,decision,decision_note
Base vinílica pilfer proof dorado 16723,https://www.pintuco.com.co/productos/base-vinilica-pilfer-proof-dorado-16723/,https://www.pintuco.com.co/download/51621/?tmstv=1672344809,https://tienda.pintuco.com/,,"Base vinílica pilfer proof dorado 16723 es un producto base dorado tipo vinílico, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,"Base vinílica pilfer proof dorado 16723 es un producto base dorado tipo vinílico, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,,,,,,,,BASE VINILICA PILFER PROOF DORADO 50G,10017356,89.57,db:vw_inventario_agente,BASE VINILICA PILFER PROOF DORADO,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base poliéster pilfer proof blanco 16527,https://www.pintuco.com.co/productos/base-poliester-pilfer-proof-blanco-16527/,https://www.pintuco.com.co/download/51623/?tmstv=1672344809,https://tienda.pintuco.com/,,"Base poliéster pilfer proof blanco 16527 es un producto tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,"Base poliéster pilfer proof blanco 16527 es un producto tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,,,,,,,,BASE POLIESTER PILFER PROOF BLANCO 50G,10017417,92.31,db:vw_inventario_agente,BASE POLIESTER PILFER PROOF,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base procesable exterior blanca 16589,https://www.pintuco.com.co/productos/base-procesable-exterior-blanca-16589/,https://www.pintuco.com.co/download/51321/?tmstv=1728395612,https://tienda.pintuco.com/,,,,,,,,,,,,5 galones,BASE EPOXICA REENVASE,56254723,85.5,db:vw_inventario_agente,BASE EPOXICA REENVASE,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Barniz metalizado para colapsibles aluminio 16749,https://www.pintuco.com.co/productos/barniz-metalizado-para-colapsibles-aluminio-16749/,https://www.pintuco.com.co/download/51319/?tmstv=1672344803,https://tienda.pintuco.com/,,"Barniz metalizado para colapsibles aluminio 16749 es un producto tipo epoxi, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Barniz metalizado para colapsibles aluminio 16749 es un producto tipo epoxi, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",metal,alto_cubrimiento,,,,,,5 galones,BARNIZ METALIZADO PARA COLAPSIBLES ALUMI,10015844,89.89,db:vw_inventario_agente,BARNIZ METALIZADO PARA COLAPSIBLES ALUMI,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base blanca violaceo colapsibles btc 16533,https://www.pintuco.com.co/productos/base-blanca-violaceo-colapsibles-btc-16533/,https://www.pintuco.com.co/download/51313/?tmstv=1728395137,https://tienda.pintuco.com/,,"Base blanca violaceo colapsibles btc 16533 tipo poliéster, diseñado para proporcionar una baja temperatura de curado (BTC) en el proceso y con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Base blanca violaceo colapsibles btc 16533 tipo poliéster, diseñado para proporcionar una baja temperatura de curado (BTC) en el proceso y con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,alto_cubrimiento,,,,,,5 galones,SEGUETA NICHOLSON BLANCA 18,F601411803,85.5,db:vw_inventario_agente,SEGUETA NICHOLSON BLANCA,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base blanca colapsibles btc 16534,https://www.pintuco.com.co/productos/base-blanca-colapsibles-btc-16534/,https://www.pintuco.com.co/download/51315/?tmstv=1728395071,https://tienda.pintuco.com/,,"Base blanca colapsibles btc 16534 es un producto tipo poliéster, diseñado para proporcionar una baja temperatura de curado (BTC) en el proceso y con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Base blanca colapsibles btc 16534 es un producto tipo poliéster, diseñado para proporcionar una baja temperatura de curado (BTC) en el proceso y con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,alto_cubrimiento,,,,,,5 galones,BASE EPOXICA REENVASE,56254723,85.5,db:vw_inventario_agente,BASE EPOXICA REENVASE,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base exterior para colapsibles royal intense 14416,https://www.pintuco.com.co/productos/base-exterior-colapsibles-royal-intense-14416/,https://www.pintuco.com.co/download/51317/?tmstv=1728395448,https://tienda.pintuco.com/,,"Base exterior para colapsibles royal intense 14416 es un producto base metalizado tipo epoxi, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Base exterior para colapsibles royal intense 14416 es un producto base metalizado tipo epoxi, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",metal | exterior,alto_cubrimiento,,,,,,5 galones,BASE EXTERIOR COLAPSIBLES ROYAL 5G,10166891,90.62,db:vw_inventario_agente,BASE EXTERIOR COLAPSIBLES ROYAL,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base epoxi éster blanco azuloso 16599,https://www.pintuco.com.co/productos/base-epoxi-ester-blanco-azuloso-16599/,https://www.pintuco.com.co/download/51309/?tmstv=1728395281,https://tienda.pintuco.com/,,"Base epoxi éster blanco azuloso 16599 es un producto base blanco azuloso tipo epoxi éster, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Base epoxi éster blanco azuloso 16599 es un producto base blanco azuloso tipo epoxi éster, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,alto_cubrimiento,,,,,,5 galones,BASE EPOXI ESTER BLANCO AZULOSO 5G,10015834,92.96,db:vw_inventario_agente,BASE EPOXI ESTER BLANCO AZULOSO,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base epoxi éster blanco 16571,https://www.pintuco.com.co/productos/base-epoxi-ester-blanco-16571/,https://www.pintuco.com.co/download/51309/?tmstv=1728395281,https://tienda.pintuco.com/,,"Base epoxi éster blanco 16571 es un producto base blanco tipo epoxi éster, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,"Base epoxi éster blanco 16571 es un producto base blanco tipo epoxi éster, diseñado para productos procesables con alta flexibilidad, conservando un excelente desempeño y acabado del recubrimiento sobre el sustrato.",,alto_cubrimiento,,,,,,5 galones,BASE EPOXIESTER BLANCO 16571 5G,10015831,93.33,db:vw_inventario_agente,BASE EPOXIESTER,cuarentena,Falta señal de familia/marca suficientemente fuerte
Sizing recuperador aluminio 16709,https://www.pintuco.com.co/productos/sizing-recuperador-aluminio-16709/,https://www.pintuco.com.co/wp-content/uploads/2019/12/sizing-recuperador-aluminio-16709.pdf,https://tienda.pintuco.com/,,"Sizing recuperador aluminio 16709 es un producto sizing aluminio tipo vinílico, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato y/o impresión.",,"Sizing recuperador aluminio 16709 es un producto sizing aluminio tipo vinílico, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato y/o impresión.",metal,,,,,,,,LV65 ALUMINIO FINO 1L,10367129,85.5,db:vw_inventario_agente,LV65 ALUMINIO FINO,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base poliéster blanco puro 16587,https://www.pintuco.com.co/productos/base-poliester-blanco-puro-16587/,https://www.pintuco.com.co/download/51296/?tmstv=1686862327,https://tienda.pintuco.com/,,"Base poliéster blanco puro 16587 es una base blanca tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,"Base poliéster blanco puro 16587 es una base blanca tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,,,,,,,,PINTUCOAT 1/4  BLANCO,51017270,85.5,db:vw_inventario_agente,PINTUCOAT,cuarentena,Falta señal de familia/marca suficientemente fuerte
Base poliéster incoloro 16704,https://www.pintuco.com.co/productos/base-poliester-incoloro-16704/,https://www.pintuco.com.co/download/51302/?tmstv=1672344803,https://tienda.pintuco.com/,,"Base poliéster incoloro 16704 es una base incolora tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,"Base poliéster incoloro 16704 es una base incolora tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado, reduciendo inconformidades de color debidas al sustrato.",,,,,,,,5 galones,BASE GRIS 5001,56253887,85.5,db:vw_inventario_agente,BASE,cuarentena,Falta señal de familia/marca suficientemente fuerte
Barniz sobreimpresion wet ink incoloro 16742,https://www.pintuco.com.co/productos/barniz-sobreimpresion-wet-ink-incoloro-16742/,https://www.pintuco.com.co/download/51267/?tmstv=1672344803,https://tienda.pintuco.com/,,"Barniz sobreimpresion wet ink incoloro 16742 es un barniz incoloro tipo alquídico, diseñado para productos procesables, conservando un excelente desempeño y acabado de sobreimpresión.",,"Barniz sobreimpresion wet ink incoloro 16742 es un barniz incoloro tipo alquídico, diseñado para productos procesables, conservando un excelente desempeño y acabado de sobreimpresión.",,,,,,,,,BARNIZ INCOLORO 16742 50 GL,10017361,87.5,backend_lookup,BARNIZ,cuarentena,Falta señal de familia/marca suficientemente fuerte
Barniz para costuras incoloro 16721,https://www.pintuco.com.co/productos/barniz-para-costuras-incoloro-16721/,https://www.pintuco.com.co/download/51264/?tmstv=1728394525,https://tienda.pintuco.com/,,"Barniz para costuras incoloro 16721 es un barniz incoloro tipo vinílico, diseñado para productos procesables, conservando un excelente desempeño y acabado sobre el sustrato y la soldadura.",,"Barniz para costuras incoloro 16721 es un barniz incoloro tipo vinílico, diseñado para productos procesables, conservando un excelente desempeño y acabado sobre el sustrato y la soldadura.",exterior,,,,,,,5 galones,BARNIZ COSTURAS INCOLORO 16721 5G,10015842,90.48,db:vw_inventario_agente,BARNIZ COSTURAS,cuarentena,Falta señal de familia/marca suficientemente fuerte
Primer para Plásticos 28600,https://www.pintuco.com.co/productos/primer-para-plasticos-28600/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-primer-para-plasticos-28600-1.pdf,https://tienda.pintuco.com/,,Primer para Plásticos 28600 es un promotor de adherencia para piezas plásticas.,,Primer para Plásticos 28600 es un promotor de adherencia para piezas plásticas.,,,,,,,,1/4 galón | galón,MEG PRIMER PARA PLASTICOS 28600 AC 0.94L,5891273,95.0,db:vw_inventario_agente,MEG PRIMER PARA PLASTICOS 28600 AC,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
PU mate 601/602,https://www.pintuco.com.co/productos/pu-mate-601-602/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-poliuretano-serie-600-mate.pdf,https://tienda.pintuco.com/,,"PU mate 601/602 son Poliuretanos de dos (2) componentes, de secado al aire con acabado mate, alto poder cubriente, buena durabilidad y resistencia química.",,"PU mate 601/602 son Poliuretanos de dos (2) componentes, de secado al aire con acabado mate, alto poder cubriente, buena durabilidad y resistencia química.",,alto_cubrimiento | rapido_secado | durabilidad,,,,,,,KN3136 POL NEGRO GRANULAD MATE BTC  25KG,5864331,85.5,db:vw_inventario_agente,KN3136 POL NEGRO GRANULAD MATE BTC,cuarentena,Falta señal de familia/marca suficientemente fuerte
Primer 2K 5001,https://www.pintuco.com.co/productos/primer-2k-5001/,https://www.pintuco.com.co/download/51575/?tmstv=1672344808,https://tienda.pintuco.com/,,"El primer 2k 5001 es un producto dos (2) componentes de secado al aire con excelentes propiedades de adherencia, fácil lijado, alto contenido de sólidos, alto poder de relleno y muy buen cubrimiento en la aplicación.",,"El primer 2k 5001 es un producto dos (2) componentes de secado al aire con excelentes propiedades de adherencia, fácil lijado, alto contenido de sólidos, alto poder de relleno y muy buen cubrimiento en la aplicación.",exterior,alto_cubrimiento | rapido_secado,,,,,,,KITAUTOS 4 GL PRIMER 2K 5001 GTIS 1 GL B,10350853,90.0,db:vw_inventario_agente,KITAUTOS PRIMER 2K 5001 GTIS B,cuarentena,El match apunta a componente o kit; revisar familia maestra manualmente
Max Polish System – NM500,https://www.pintuco.com.co/productos/max-polish-system-nm500/,https://www.pintuco.com.co/download/51584/?tmstv=1672344808,https://tienda.pintuco.com/,,Sistema compound de polishado con microabrasivos especialmente diseñados para una experta corrección de la pintura original o antigua sobre cualquier superficie.,,Sistema compound de polishado con microabrasivos especialmente diseñados para una experta corrección de la pintura original o antigua sobre cualquier superficie.,,,,,,,,1/4 galón | galon | galón,"DISCO C. F-PRO 4 1/2"" MAX INOX CLAVE 431",F51059585,85.5,db:vw_inventario_agente,"DISCO C. F PRO "" MAX INOX CLAVE",cuarentena,Falta señal de familia/marca suficientemente fuerte
